feature_ID	n_tissues	tissue
ENSRNOG00000016883	1	COLON
ENSRNOG00000016896	1	CORTEX
ENSRNOG00000016897	1	CORTEX
ENSRNOG00000016907	1	COLON
ENSRNOG00000016928	1	HIPPOC
ENSRNOG00000016930	1	BLOOD
ENSRNOG00000016936	1	OVARY
ENSRNOG00000016948	1	COLON
ENSRNOG00000016953	1	COLON
ENSRNOG00000016957	1	LUNG
ENSRNOG00000016960	1	COLON
ENSRNOG00000016963	1	SKM-VL
ENSRNOG00000016973	1	ADRNL
ENSRNOG00000016975	1	KIDNEY
ENSRNOG00000016976	1	OVARY
ENSRNOG00000016983	1	HEART
ENSRNOG00000016987	1	SKM-VL
ENSRNOG00000016997	1	ADRNL
ENSRNOG00000016998	1	COLON
ENSRNOG00000017023	1	ADRNL
ENSRNOG00000017036	1	LUNG
ENSRNOG00000017040	1	WAT-SC
ENSRNOG00000017063	1	ADRNL
ENSRNOG00000017064	1	ADRNL
ENSRNOG00000017066	1	SPLEEN
ENSRNOG00000017067	1	SKM-VL
ENSRNOG00000017069	1	ADRNL
ENSRNOG00000017073	1	COLON
ENSRNOG00000017077	1	COLON
ENSRNOG00000017078	1	WAT-SC
ENSRNOG00000017085	1	ADRNL
ENSRNOG00000017091	1	ADRNL
ENSRNOG00000017116	1	COLON
ENSRNOG00000017127	1	BLOOD
ENSRNOG00000017130	1	BLOOD
ENSRNOG00000017133	1	ADRNL
ENSRNOG00000017146	1	COLON
ENSRNOG00000017155	1	SMLINT
ENSRNOG00000017156	1	ADRNL
ENSRNOG00000017157	1	OVARY
ENSRNOG00000017163	1	ADRNL
ENSRNOG00000017164	1	SPLEEN
ENSRNOG00000017172	1	HIPPOC
ENSRNOG00000017187	1	OVARY
ENSRNOG00000017191	1	COLON
ENSRNOG00000017195	1	WAT-SC
ENSRNOG00000017209	1	ADRNL
ENSRNOG00000017213	1	ADRNL
ENSRNOG00000017215	1	SMLINT
ENSRNOG00000017227	1	ADRNL
ENSRNOG00000017230	1	SKM-VL
ENSRNOG00000017248	1	SKM-VL
ENSRNOG00000017254	1	COLON
ENSRNOG00000017272	1	BAT
ENSRNOG00000017282	1	SMLINT
ENSRNOG00000017283	1	ADRNL
ENSRNOG00000017290	1	ADRNL
ENSRNOG00000017294	1	OVARY
ENSRNOG00000017295	1	ADRNL
ENSRNOG00000017302	1	HYPOTH
ENSRNOG00000017326	1	ADRNL
ENSRNOG00000017333	1	COLON
ENSRNOG00000017340	1	ADRNL
ENSRNOG00000017342	1	COLON
ENSRNOG00000017349	1	COLON
ENSRNOG00000017365	1	ADRNL
ENSRNOG00000017369	1	LUNG
ENSRNOG00000017372	1	COLON
ENSRNOG00000017392	1	SKM-GN
ENSRNOG00000017395	1	COLON
ENSRNOG00000017397	1	BLOOD
ENSRNOG00000017405	1	BLOOD
ENSRNOG00000017424	1	ADRNL
ENSRNOG00000017426	1	ADRNL
ENSRNOG00000017444	1	ADRNL
ENSRNOG00000017447	1	ADRNL
ENSRNOG00000017469	1	ADRNL
ENSRNOG00000017478	1	COLON
ENSRNOG00000017484	1	ADRNL
ENSRNOG00000017494	1	COLON
ENSRNOG00000017514	1	WAT-SC
ENSRNOG00000017521	1	ADRNL
ENSRNOG00000017523	1	LIVER
ENSRNOG00000017531	1	OVARY
ENSRNOG00000017540	1	TESTES
ENSRNOG00000017550	1	WAT-SC
ENSRNOG00000017552	1	COLON
ENSRNOG00000017556	1	WAT-SC
ENSRNOG00000017568	1	ADRNL
ENSRNOG00000017581	1	WAT-SC
ENSRNOG00000017593	1	COLON
ENSRNOG00000017597	1	COLON
ENSRNOG00000017604	1	WAT-SC
ENSRNOG00000017612	1	ADRNL
ENSRNOG00000017619	1	COLON
ENSRNOG00000017621	1	ADRNL
ENSRNOG00000017622	1	COLON
ENSRNOG00000017641	1	SPLEEN
ENSRNOG00000017646	1	ADRNL
ENSRNOG00000017663	1	SMLINT
ENSRNOG00000017680	1	ADRNL
ENSRNOG00000017689	1	BLOOD
ENSRNOG00000017699	1	ADRNL
ENSRNOG00000017704	1	ADRNL
ENSRNOG00000017708	1	COLON
ENSRNOG00000017718	1	ADRNL
ENSRNOG00000017720	1	BLOOD
ENSRNOG00000017741	1	ADRNL
ENSRNOG00000017745	1	COLON
ENSRNOG00000017748	1	HIPPOC
ENSRNOG00000017749	1	WAT-SC
ENSRNOG00000017751	1	COLON
ENSRNOG00000017770	1	BAT
ENSRNOG00000017795	1	COLON
ENSRNOG00000017805	1	COLON
ENSRNOG00000017810	1	SPLEEN
ENSRNOG00000017829	1	BLOOD
ENSRNOG00000017836	1	ADRNL
ENSRNOG00000017842	1	COLON
ENSRNOG00000017852	1	ADRNL
ENSRNOG00000017863	1	WAT-SC
ENSRNOG00000017864	1	COLON
ENSRNOG00000017876	1	HEART
ENSRNOG00000017882	1	WAT-SC
ENSRNOG00000017883	1	BLOOD
ENSRNOG00000017887	1	ADRNL
ENSRNOG00000017897	1	WAT-SC
ENSRNOG00000017911	1	ADRNL
ENSRNOG00000017916	1	SPLEEN
ENSRNOG00000017919	1	COLON
ENSRNOG00000017933	1	ADRNL
ENSRNOG00000017949	1	COLON
ENSRNOG00000017951	1	ADRNL
ENSRNOG00000017953	1	COLON
ENSRNOG00000017956	1	ADRNL
ENSRNOG00000017959	1	ADRNL
ENSRNOG00000017976	1	ADRNL
ENSRNOG00000017979	1	ADRNL
ENSRNOG00000017981	1	COLON
ENSRNOG00000017993	1	BLOOD
ENSRNOG00000018018	1	HEART
ENSRNOG00000018019	1	SMLINT
ENSRNOG00000018020	1	ADRNL
ENSRNOG00000018021	1	ADRNL
ENSRNOG00000018029	1	ADRNL
ENSRNOG00000018033	1	BLOOD
ENSRNOG00000018040	1	COLON
ENSRNOG00000018042	1	ADRNL
ENSRNOG00000018046	1	ADRNL
ENSRNOG00000018051	1	OVARY
ENSRNOG00000018054	1	BLOOD
ENSRNOG00000018066	1	SPLEEN
ENSRNOG00000018075	1	ADRNL
ENSRNOG00000018076	1	COLON
ENSRNOG00000018086	1	KIDNEY
ENSRNOG00000018089	1	COLON
ENSRNOG00000018101	1	SPLEEN
ENSRNOG00000018105	1	ADRNL
ENSRNOG00000018106	1	HEART
ENSRNOG00000018110	1	ADRNL
ENSRNOG00000018125	1	OVARY
ENSRNOG00000018143	1	ADRNL
ENSRNOG00000018144	1	BLOOD
ENSRNOG00000018160	1	ADRNL
ENSRNOG00000018168	1	ADRNL
ENSRNOG00000018170	1	ADRNL
ENSRNOG00000018176	1	BLOOD
ENSRNOG00000018179	1	ADRNL
ENSRNOG00000018183	1	SPLEEN
ENSRNOG00000018194	1	WAT-SC
ENSRNOG00000018207	1	ADRNL
ENSRNOG00000018214	1	COLON
ENSRNOG00000018217	1	BLOOD
ENSRNOG00000018220	1	ADRNL
ENSRNOG00000018236	1	SPLEEN
ENSRNOG00000018238	1	COLON
ENSRNOG00000018250	1	ADRNL
ENSRNOG00000018271	1	ADRNL
ENSRNOG00000018273	1	ADRNL
ENSRNOG00000018276	1	COLON
ENSRNOG00000018286	1	WAT-SC
ENSRNOG00000018287	1	LIVER
ENSRNOG00000018293	1	COLON
ENSRNOG00000018295	1	ADRNL
ENSRNOG00000018305	1	ADRNL
ENSRNOG00000018322	1	ADRNL
ENSRNOG00000018325	1	BLOOD
ENSRNOG00000018326	1	COLON
ENSRNOG00000018334	1	ADRNL
ENSRNOG00000018342	1	ADRNL
ENSRNOG00000018345	1	ADRNL
ENSRNOG00000018350	1	BAT
ENSRNOG00000018351	1	COLON
ENSRNOG00000018356	1	ADRNL
ENSRNOG00000018358	1	SPLEEN
ENSRNOG00000018359	1	COLON
ENSRNOG00000018363	1	COLON
ENSRNOG00000018364	1	ADRNL
ENSRNOG00000018369	1	LUNG
ENSRNOG00000018373	1	SKM-VL
ENSRNOG00000018387	1	OVARY
ENSRNOG00000018393	1	ADRNL
ENSRNOG00000018394	1	WAT-SC
ENSRNOG00000018397	1	OVARY
ENSRNOG00000018404	1	COLON
ENSRNOG00000018426	1	LUNG
ENSRNOG00000018430	1	HIPPOC
ENSRNOG00000018440	1	ADRNL
ENSRNOG00000018441	1	ADRNL
ENSRNOG00000018446	1	COLON
ENSRNOG00000018452	1	WAT-SC
ENSRNOG00000018453	1	ADRNL
ENSRNOG00000018480	1	ADRNL
ENSRNOG00000018500	1	HIPPOC
ENSRNOG00000018510	1	SMLINT
ENSRNOG00000018515	1	SKM-VL
ENSRNOG00000018518	1	WAT-SC
ENSRNOG00000018521	1	ADRNL
ENSRNOG00000018524	1	BAT
ENSRNOG00000018525	1	KIDNEY
ENSRNOG00000018531	1	BAT
ENSRNOG00000018543	1	ADRNL
ENSRNOG00000018551	1	ADRNL
ENSRNOG00000018552	1	BLOOD
ENSRNOG00000018553	1	COLON
ENSRNOG00000018556	1	COLON
ENSRNOG00000018561	1	ADRNL
ENSRNOG00000018564	1	ADRNL
ENSRNOG00000018568	1	BLOOD
ENSRNOG00000018577	1	BLOOD
ENSRNOG00000018582	1	ADRNL
ENSRNOG00000018586	1	ADRNL
ENSRNOG00000018615	1	ADRNL
ENSRNOG00000018631	1	SPLEEN
ENSRNOG00000018650	1	WAT-SC
ENSRNOG00000018662	1	LIVER
ENSRNOG00000018668	1	ADRNL
ENSRNOG00000018673	1	BLOOD
ENSRNOG00000018676	1	COLON
ENSRNOG00000018683	1	SPLEEN
ENSRNOG00000018687	1	BLOOD
ENSRNOG00000018701	1	COLON
ENSRNOG00000018706	1	BLOOD
ENSRNOG00000018709	1	BLOOD
ENSRNOG00000018716	1	ADRNL
ENSRNOG00000018719	1	BLOOD
ENSRNOG00000018725	1	ADRNL
ENSRNOG00000018729	1	ADRNL
ENSRNOG00000018741	1	COLON
ENSRNOG00000018748	1	ADRNL
ENSRNOG00000018752	1	ADRNL
ENSRNOG00000018774	1	BLOOD
ENSRNOG00000018775	1	COLON
ENSRNOG00000018780	1	SKM-GN
ENSRNOG00000018781	1	ADRNL
ENSRNOG00000018782	1	COLON
ENSRNOG00000018784	1	ADRNL
ENSRNOG00000018809	1	COLON
ENSRNOG00000018823	1	SPLEEN
ENSRNOG00000018825	1	SPLEEN
ENSRNOG00000018827	1	SMLINT
ENSRNOG00000018830	1	SPLEEN
ENSRNOG00000018836	1	SKM-VL
ENSRNOG00000018841	1	COLON
ENSRNOG00000018849	1	COLON
ENSRNOG00000018853	1	WAT-SC
ENSRNOG00000018858	1	ADRNL
ENSRNOG00000018859	1	COLON
ENSRNOG00000018867	1	ADRNL
ENSRNOG00000018873	1	COLON
ENSRNOG00000018878	1	ADRNL
ENSRNOG00000018892	1	HIPPOC
ENSRNOG00000018898	1	ADRNL
ENSRNOG00000018899	1	LUNG
ENSRNOG00000018903	1	COLON
ENSRNOG00000018904	1	COLON
ENSRNOG00000018906	1	OVARY
ENSRNOG00000018916	1	COLON
ENSRNOG00000018920	1	WAT-SC
ENSRNOG00000018932	1	WAT-SC
ENSRNOG00000018936	1	COLON
ENSRNOG00000018939	1	BLOOD
ENSRNOG00000018940	1	KIDNEY
ENSRNOG00000018945	1	ADRNL
ENSRNOG00000018950	1	COLON
ENSRNOG00000018962	1	ADRNL
ENSRNOG00000018964	1	COLON
ENSRNOG00000018967	1	WAT-SC
ENSRNOG00000018969	1	HYPOTH
ENSRNOG00000018972	1	ADRNL
ENSRNOG00000018974	1	SMLINT
ENSRNOG00000018977	1	BLOOD
ENSRNOG00000018980	1	ADRNL
ENSRNOG00000018982	1	ADRNL
ENSRNOG00000018993	1	BLOOD
ENSRNOG00000019012	1	BAT
ENSRNOG00000019035	1	SPLEEN
ENSRNOG00000019043	1	LUNG
ENSRNOG00000019068	1	SMLINT
ENSRNOG00000019073	1	BAT
ENSRNOG00000019080	1	ADRNL
ENSRNOG00000019086	1	ADRNL
ENSRNOG00000019097	1	BAT
ENSRNOG00000019105	1	ADRNL
ENSRNOG00000019113	1	ADRNL
ENSRNOG00000019122	1	SPLEEN
ENSRNOG00000019124	1	WAT-SC
ENSRNOG00000019128	1	ADRNL
ENSRNOG00000019136	1	LUNG
ENSRNOG00000019138	1	SKM-VL
ENSRNOG00000019145	1	SPLEEN
ENSRNOG00000019152	1	BLOOD
ENSRNOG00000019154	1	BLOOD
ENSRNOG00000019164	1	COLON
ENSRNOG00000019165	1	BAT
ENSRNOG00000019170	1	OVARY
ENSRNOG00000019178	1	BLOOD
ENSRNOG00000019194	1	SKM-VL
ENSRNOG00000019201	1	OVARY
ENSRNOG00000019212	1	OVARY
ENSRNOG00000019219	1	SPLEEN
ENSRNOG00000019220	1	COLON
ENSRNOG00000019221	1	OVARY
ENSRNOG00000019228	1	ADRNL
ENSRNOG00000019229	1	ADRNL
ENSRNOG00000019236	1	ADRNL
ENSRNOG00000019240	1	ADRNL
ENSRNOG00000019264	1	ADRNL
ENSRNOG00000019265	1	ADRNL
ENSRNOG00000019266	1	COLON
ENSRNOG00000019268	1	BLOOD
ENSRNOG00000019271	1	ADRNL
ENSRNOG00000019276	1	BAT
ENSRNOG00000019281	1	WAT-SC
ENSRNOG00000019282	1	BAT
ENSRNOG00000019283	1	SKM-GN
ENSRNOG00000019299	1	COLON
ENSRNOG00000019306	1	WAT-SC
ENSRNOG00000019321	1	WAT-SC
ENSRNOG00000019322	1	LUNG
ENSRNOG00000019328	1	ADRNL
ENSRNOG00000019332	1	BAT
ENSRNOG00000019349	1	KIDNEY
ENSRNOG00000019354	1	ADRNL
ENSRNOG00000019356	1	OVARY
ENSRNOG00000019358	1	ADRNL
ENSRNOG00000019369	1	ADRNL
ENSRNOG00000019383	1	OVARY
ENSRNOG00000019384	1	ADRNL
ENSRNOG00000019394	1	COLON
ENSRNOG00000019403	1	ADRNL
ENSRNOG00000019412	1	LIVER
ENSRNOG00000019416	1	ADRNL
ENSRNOG00000019419	1	ADRNL
ENSRNOG00000019423	1	ADRNL
ENSRNOG00000019433	1	OVARY
ENSRNOG00000019434	1	SMLINT
ENSRNOG00000019435	1	ADRNL
ENSRNOG00000019447	1	ADRNL
ENSRNOG00000019450	1	ADRNL
ENSRNOG00000019455	1	SPLEEN
ENSRNOG00000019459	1	BLOOD
ENSRNOG00000019470	1	ADRNL
ENSRNOG00000019472	1	ADRNL
ENSRNOG00000019478	1	ADRNL
ENSRNOG00000019481	1	COLON
ENSRNOG00000019486	1	COLON
ENSRNOG00000019495	1	ADRNL
ENSRNOG00000019500	1	LUNG
ENSRNOG00000019501	1	ADRNL
ENSRNOG00000019503	1	ADRNL
ENSRNOG00000019507	1	SKM-VL
ENSRNOG00000019508	1	ADRNL
ENSRNOG00000019510	1	SMLINT
ENSRNOG00000019511	1	COLON
ENSRNOG00000019518	1	ADRNL
ENSRNOG00000019532	1	COLON
ENSRNOG00000019533	1	SPLEEN
ENSRNOG00000019565	1	VENACV
ENSRNOG00000019606	1	COLON
ENSRNOG00000019607	1	BLOOD
ENSRNOG00000019609	1	OVARY
ENSRNOG00000019613	1	OVARY
ENSRNOG00000019616	1	WAT-SC
ENSRNOG00000019626	1	LIVER
ENSRNOG00000019627	1	ADRNL
ENSRNOG00000019643	1	OVARY
ENSRNOG00000019653	1	ADRNL
ENSRNOG00000019656	1	LIVER
ENSRNOG00000019657	1	LIVER
ENSRNOG00000019659	1	ADRNL
ENSRNOG00000019661	1	BAT
ENSRNOG00000019674	1	ADRNL
ENSRNOG00000019677	1	SPLEEN
ENSRNOG00000019688	1	COLON
ENSRNOG00000019698	1	ADRNL
ENSRNOG00000019708	1	ADRNL
ENSRNOG00000019713	1	ADRNL
ENSRNOG00000019716	1	HIPPOC
ENSRNOG00000019723	1	SPLEEN
ENSRNOG00000019724	1	COLON
ENSRNOG00000019729	1	ADRNL
ENSRNOG00000019740	1	OVARY
ENSRNOG00000019742	1	BAT
ENSRNOG00000019754	1	ADRNL
ENSRNOG00000019757	1	WAT-SC
ENSRNOG00000019763	1	SMLINT
ENSRNOG00000019772	1	COLON
ENSRNOG00000019791	1	SKM-VL
ENSRNOG00000019824	1	BLOOD
ENSRNOG00000019830	1	KIDNEY
ENSRNOG00000019840	1	COLON
ENSRNOG00000019843	1	ADRNL
ENSRNOG00000019848	1	ADRNL
ENSRNOG00000019857	1	WAT-SC
ENSRNOG00000019862	1	WAT-SC
ENSRNOG00000019868	1	COLON
ENSRNOG00000019869	1	ADRNL
ENSRNOG00000019879	1	SMLINT
ENSRNOG00000019883	1	COLON
ENSRNOG00000019891	1	BLOOD
ENSRNOG00000019892	1	BAT
ENSRNOG00000019900	1	COLON
ENSRNOG00000019913	1	COLON
ENSRNOG00000019935	1	ADRNL
ENSRNOG00000019936	1	BLOOD
ENSRNOG00000019937	1	COLON
ENSRNOG00000019940	1	COLON
ENSRNOG00000019943	1	ADRNL
ENSRNOG00000019946	1	ADRNL
ENSRNOG00000019949	1	COLON
ENSRNOG00000019953	1	SMLINT
ENSRNOG00000019956	1	ADRNL
ENSRNOG00000019959	1	ADRNL
ENSRNOG00000019960	1	BLOOD
ENSRNOG00000019970	1	ADRNL
ENSRNOG00000019973	1	OVARY
ENSRNOG00000019977	1	COLON
ENSRNOG00000019978	1	BLOOD
ENSRNOG00000019979	1	OVARY
ENSRNOG00000019987	1	BLOOD
ENSRNOG00000020004	1	ADRNL
ENSRNOG00000020016	1	ADRNL
ENSRNOG00000020020	1	BAT
ENSRNOG00000020025	1	ADRNL
ENSRNOG00000020035	1	LIVER
ENSRNOG00000020044	1	BLOOD
ENSRNOG00000020063	1	BLOOD
ENSRNOG00000020075	1	WAT-SC
ENSRNOG00000020088	1	HIPPOC
ENSRNOG00000020093	1	BLOOD
ENSRNOG00000020106	1	SPLEEN
ENSRNOG00000020107	1	ADRNL
ENSRNOG00000020109	1	LUNG
ENSRNOG00000020110	1	KIDNEY
ENSRNOG00000020113	1	ADRNL
ENSRNOG00000020117	1	WAT-SC
ENSRNOG00000020136	1	OVARY
ENSRNOG00000020138	1	ADRNL
ENSRNOG00000020139	1	SPLEEN
ENSRNOG00000020144	1	BLOOD
ENSRNOG00000020148	1	WAT-SC
ENSRNOG00000020150	1	BAT
ENSRNOG00000020151	1	ADRNL
ENSRNOG00000020153	1	WAT-SC
ENSRNOG00000020165	1	BLOOD
ENSRNOG00000020175	1	COLON
ENSRNOG00000020178	1	COLON
ENSRNOG00000020189	1	BLOOD
ENSRNOG00000020196	1	COLON
ENSRNOG00000020201	1	COLON
ENSRNOG00000020213	1	ADRNL
ENSRNOG00000020233	1	ADRNL
ENSRNOG00000020235	1	COLON
ENSRNOG00000020238	1	ADRNL
ENSRNOG00000020249	1	SPLEEN
ENSRNOG00000020259	1	COLON
ENSRNOG00000020272	1	WAT-SC
ENSRNOG00000020275	1	ADRNL
ENSRNOG00000020276	1	VENACV
ENSRNOG00000020298	1	HEART
ENSRNOG00000020302	1	SPLEEN
ENSRNOG00000020304	1	BLOOD
ENSRNOG00000020305	1	WAT-SC
ENSRNOG00000020315	1	ADRNL
ENSRNOG00000020317	1	COLON
ENSRNOG00000020318	1	ADRNL
ENSRNOG00000020322	1	BLOOD
ENSRNOG00000020325	1	SMLINT
ENSRNOG00000020332	1	VENACV
ENSRNOG00000020338	1	COLON
ENSRNOG00000020340	1	ADRNL
ENSRNOG00000020342	1	ADRNL
ENSRNOG00000020344	1	COLON
ENSRNOG00000020350	1	SKM-VL
ENSRNOG00000020355	1	OVARY
ENSRNOG00000020374	1	COLON
ENSRNOG00000020380	1	WAT-SC
ENSRNOG00000020385	1	ADRNL
ENSRNOG00000020386	1	COLON
ENSRNOG00000020392	1	ADRNL
ENSRNOG00000020401	1	ADRNL
ENSRNOG00000020406	1	COLON
ENSRNOG00000020412	1	ADRNL
ENSRNOG00000020416	1	ADRNL
ENSRNOG00000020417	1	BAT
ENSRNOG00000020426	1	WAT-SC
ENSRNOG00000020427	1	BLOOD
ENSRNOG00000020430	1	ADRNL
ENSRNOG00000020434	1	WAT-SC
ENSRNOG00000020451	1	ADRNL
ENSRNOG00000020457	1	LUNG
ENSRNOG00000020460	1	COLON
ENSRNOG00000020464	1	COLON
ENSRNOG00000020465	1	LUNG
ENSRNOG00000020470	1	SMLINT
ENSRNOG00000020479	1	ADRNL
ENSRNOG00000020481	1	COLON
ENSRNOG00000020484	1	LUNG
ENSRNOG00000020488	1	ADRNL
ENSRNOG00000020506	1	ADRNL
ENSRNOG00000020513	1	COLON
ENSRNOG00000020517	1	WAT-SC
ENSRNOG00000020539	1	WAT-SC
ENSRNOG00000020542	1	COLON
ENSRNOG00000020552	1	ADRNL
ENSRNOG00000020562	1	COLON
ENSRNOG00000020563	1	ADRNL
ENSRNOG00000020573	1	LUNG
ENSRNOG00000020580	1	ADRNL
ENSRNOG00000020587	1	ADRNL
ENSRNOG00000020594	1	COLON
ENSRNOG00000020601	1	BLOOD
ENSRNOG00000020605	1	ADRNL
ENSRNOG00000020607	1	BAT
ENSRNOG00000020614	1	SMLINT
ENSRNOG00000020615	1	BLOOD
ENSRNOG00000020623	1	COLON
ENSRNOG00000020630	1	COLON
ENSRNOG00000020634	1	BLOOD
ENSRNOG00000020635	1	BLOOD
ENSRNOG00000020637	1	ADRNL
ENSRNOG00000020646	1	ADRNL
ENSRNOG00000020660	1	LUNG
ENSRNOG00000020669	1	BLOOD
ENSRNOG00000020673	1	ADRNL
ENSRNOG00000020678	1	ADRNL
ENSRNOG00000020683	1	BLOOD
ENSRNOG00000020685	1	WAT-SC
ENSRNOG00000020686	1	TESTES
ENSRNOG00000020689	1	OVARY
ENSRNOG00000020692	1	ADRNL
ENSRNOG00000020694	1	KIDNEY
ENSRNOG00000020696	1	WAT-SC
ENSRNOG00000020710	1	COLON
ENSRNOG00000020713	1	ADRNL
ENSRNOG00000020723	1	ADRNL
ENSRNOG00000020730	1	BLOOD
ENSRNOG00000020736	1	ADRNL
ENSRNOG00000020742	1	ADRNL
ENSRNOG00000020743	1	ADRNL
ENSRNOG00000020748	1	ADRNL
ENSRNOG00000020769	1	COLON
ENSRNOG00000020774	1	SPLEEN
ENSRNOG00000020777	1	WAT-SC
ENSRNOG00000020792	1	WAT-SC
ENSRNOG00000020803	1	SKM-VL
ENSRNOG00000020812	1	ADRNL
ENSRNOG00000020817	1	LIVER
ENSRNOG00000020829	1	ADRNL
ENSRNOG00000020832	1	WAT-SC
ENSRNOG00000020837	1	ADRNL
ENSRNOG00000020839	1	WAT-SC
ENSRNOG00000020853	1	ADRNL
ENSRNOG00000020857	1	HEART
ENSRNOG00000020860	1	ADRNL
ENSRNOG00000020862	1	BAT
ENSRNOG00000020865	1	ADRNL
ENSRNOG00000020867	1	WAT-SC
ENSRNOG00000020873	1	OVARY
ENSRNOG00000020874	1	COLON
ENSRNOG00000020877	1	COLON
ENSRNOG00000020879	1	SPLEEN
ENSRNOG00000020880	1	SPLEEN
ENSRNOG00000020881	1	ADRNL
ENSRNOG00000020906	1	COLON
ENSRNOG00000020916	1	OVARY
ENSRNOG00000020932	1	COLON
ENSRNOG00000020937	1	OVARY
ENSRNOG00000020939	1	COLON
ENSRNOG00000020952	1	COLON
ENSRNOG00000020955	1	HEART
ENSRNOG00000020970	1	ADRNL
ENSRNOG00000020979	1	COLON
ENSRNOG00000020989	1	LIVER
ENSRNOG00000021006	1	WAT-SC
ENSRNOG00000021007	1	COLON
ENSRNOG00000021011	1	COLON
ENSRNOG00000021012	1	OVARY
ENSRNOG00000021013	1	ADRNL
ENSRNOG00000021016	1	ADRNL
ENSRNOG00000021024	1	BLOOD
ENSRNOG00000021032	1	OVARY
ENSRNOG00000021041	1	WAT-SC
ENSRNOG00000021044	1	ADRNL
ENSRNOG00000021046	1	ADRNL
ENSRNOG00000021047	1	COLON
ENSRNOG00000021060	1	ADRNL
ENSRNOG00000021068	1	SPLEEN
ENSRNOG00000021081	1	ADRNL
ENSRNOG00000021085	1	SKM-GN
ENSRNOG00000021088	1	VENACV
ENSRNOG00000021100	1	BAT
ENSRNOG00000021103	1	SPLEEN
ENSRNOG00000021116	1	WAT-SC
ENSRNOG00000021118	1	ADRNL
ENSRNOG00000021129	1	ADRNL
ENSRNOG00000021131	1	OVARY
ENSRNOG00000021144	1	ADRNL
ENSRNOG00000021145	1	SMLINT
ENSRNOG00000021149	1	COLON
ENSRNOG00000021153	1	COLON
ENSRNOG00000021168	1	BLOOD
ENSRNOG00000021181	1	KIDNEY
ENSRNOG00000021184	1	SPLEEN
ENSRNOG00000021185	1	ADRNL
ENSRNOG00000021200	1	SKM-GN
ENSRNOG00000021203	1	BLOOD
ENSRNOG00000021217	1	ADRNL
ENSRNOG00000021221	1	ADRNL
ENSRNOG00000021222	1	ADRNL
ENSRNOG00000021232	1	WAT-SC
ENSRNOG00000021233	1	COLON
ENSRNOG00000021240	1	ADRNL
ENSRNOG00000021242	1	ADRNL
ENSRNOG00000021249	1	ADRNL
ENSRNOG00000021255	1	BLOOD
ENSRNOG00000021264	1	ADRNL
ENSRNOG00000021270	1	ADRNL
ENSRNOG00000021272	1	ADRNL
ENSRNOG00000021298	1	COLON
ENSRNOG00000021303	1	COLON
ENSRNOG00000021338	1	SKM-GN
ENSRNOG00000021345	1	KIDNEY
ENSRNOG00000021395	1	SPLEEN
ENSRNOG00000021399	1	COLON
ENSRNOG00000021440	1	ADRNL
ENSRNOG00000021447	1	OVARY
ENSRNOG00000021463	1	ADRNL
ENSRNOG00000021478	1	BLOOD
ENSRNOG00000021480	1	BAT
ENSRNOG00000021497	1	BLOOD
ENSRNOG00000021513	1	HEART
ENSRNOG00000021518	1	COLON
ENSRNOG00000021525	1	ADRNL
ENSRNOG00000021528	1	BLOOD
ENSRNOG00000021553	1	WAT-SC
ENSRNOG00000021579	1	WAT-SC
ENSRNOG00000021586	1	COLON
ENSRNOG00000021609	1	TESTES
ENSRNOG00000021638	1	BLOOD
ENSRNOG00000021663	1	LIVER
ENSRNOG00000021669	1	KIDNEY
ENSRNOG00000021678	1	SKM-VL
ENSRNOG00000021689	1	BLOOD
ENSRNOG00000021704	1	HIPPOC
ENSRNOG00000021726	1	ADRNL
ENSRNOG00000021731	1	ADRNL
ENSRNOG00000021771	1	LUNG
ENSRNOG00000021773	1	ADRNL
ENSRNOG00000021776	1	COLON
ENSRNOG00000021787	1	ADRNL
ENSRNOG00000021793	1	COLON
ENSRNOG00000021814	1	HIPPOC
ENSRNOG00000021824	1	BLOOD
ENSRNOG00000021855	1	WAT-SC
ENSRNOG00000021881	1	ADRNL
ENSRNOG00000021882	1	COLON
ENSRNOG00000021890	1	ADRNL
ENSRNOG00000021899	1	COLON
ENSRNOG00000021954	1	BAT
ENSRNOG00000021960	1	OVARY
ENSRNOG00000021962	1	ADRNL
ENSRNOG00000021966	1	LIVER
ENSRNOG00000022012	1	WAT-SC
ENSRNOG00000022015	1	ADRNL
ENSRNOG00000022039	1	SPLEEN
ENSRNOG00000022043	1	ADRNL
ENSRNOG00000022044	1	SPLEEN
ENSRNOG00000022067	1	BAT
ENSRNOG00000022099	1	HEART
ENSRNOG00000022101	1	WAT-SC
ENSRNOG00000022173	1	COLON
ENSRNOG00000022176	1	WAT-SC
ENSRNOG00000022178	1	HEART
ENSRNOG00000022189	1	ADRNL
ENSRNOG00000022239	1	ADRNL
ENSRNOG00000022248	1	ADRNL
ENSRNOG00000022260	1	ADRNL
ENSRNOG00000022268	1	ADRNL
ENSRNOG00000022274	1	SMLINT
ENSRNOG00000022307	1	HIPPOC
ENSRNOG00000022309	1	ADRNL
ENSRNOG00000022331	1	HEART
ENSRNOG00000022337	1	SPLEEN
ENSRNOG00000022356	1	COLON
ENSRNOG00000022373	1	COLON
ENSRNOG00000022402	1	COLON
ENSRNOG00000022417	1	SPLEEN
ENSRNOG00000022419	1	LUNG
ENSRNOG00000022421	1	ADRNL
ENSRNOG00000022429	1	ADRNL
